PlayerID,TeamID,Year,age,games_played,minutes_played,PTS,AST,turnovers,FG,FT,3P,3P_Attempt,ORB,DRB,PF
willigu01,SEA01,1984,30,80,2818,1497,675,232,0.457886677,0.75,0.16,396,67,137,151
willihe01,IND01,1984,25,69,2279,1029,215,207,0.477906977,0.701694915,0,295,154,400,193
willike01,SAN01,1984,22,19,200,75,43,22,0.431034483,0.78125,0,32,4,9,42
willira01,NEW02,1984,29,76,2230,1124,449,219,0.44515442,0.827044025,0.308641975,318,67,200,274
williro02,DEN01,1984,22,79,1924,804,464,169,0.460506706,0.818181818,0.319148936,209,54,140,268
willisa02,GOL01,1984,24,7,59,28,2,3,0.423076923,0.857142857,0,7,4,9,6
willisa02,PHI01,1984,24,70,1375,472,60,96,0.47654321,0.646616541,0,133,117,209,203
willisl01,ATL01,1984,26,13,258,105,16,18,0.298245614,0.782608696,0.111111111,46,19,31,33
willobi01,NEW03,1984,26,67,936,303,56,53,0.480620155,0.873015873,0,63,75,118,106
wilsomi01,"""",1984,24,6,26,1,3,3,0,0.5,0,2,1,0,5
wittmra01,ATL01,1984,24,78,1071,350,71,32,0.503144654,0.608695652,0.4,46,14,57,82
woodal01,SEA01,1984,25,81,2236,1160,166,126,0.494179894,0.822878229,0.142857143,271,94,181,207
woodsmi01,,1984,25,71,1838,1027,175,115,0.476715686,0.817880795,0.25,302,62,113,174
woolror01,CHI01,1984,24,75,2544,1444,136,188,0.524861878,0.714622642,0.5,424,130,239,253
worthja01,LOS02,1984,22,82,2415,1185,207,181,0.556179775,0.758754864,0,257,157,358,244
abdulka01,LOS02,1985,37,79,2630,1735,249,197,0.5990058,0.73164557,0,395,162,460,238
adamsal01,PHO01,1985,30,82,2136,1202,308,197,0.520218579,0.883392226,0,283,153,347,254
aguirma01,DAL01,1985,25,80,2699,2055,249,253,0.506054812,0.75862069,0.317647059,580,188,289,250
aingeda01,BOS01,1985,25,75,2564,971,399,149,0.529040404,0.867647059,0.267857143,136,76,192,228
aleksch01,GOL01,1985,25,74,1114,377,36,72,0.477744807,0.733333333,0,75,87,183,171
anderjj01,UTA01,1985,24,44,457,149,21,32,0.409395973,0.6,0,45,29,53,70
anderro01,CLE01,1985,26,36,520,210,34,34,0.430769231,0.82,0.5,50,39,49,40
baglejo01,CLE01,1985,24,81,2401,804,697,207,0.487734488,0.748502994,0.115384615,167,54,237,132
baileja01,NEW02,1985,27,74,1297,385,39,100,0.446991404,0.675925926,0,108,122,222,286
baileth01,UTA01,1985,23,80,2481,1212,138,152,0.49032882,0.841880342,1,234,153,372,215
ballagr01,,1985,30,82,2664,1072,208,106,0.479550102,0.794701987,0.304347826,151,150,381,221
banksge01,SAN01,1985,25,82,2091,778,234,140,0.586206897,0.774319066,0.333333333,257,133,312,220
bannike01,NEW02,1985,24,75,1404,509,39,141,0.469662921,0.473958333,0,192,108,222,279
barklch01,PHI01,1985,21,82,2347,1148,155,209,0.545338442,0.7325,0.166666667,400,266,437,301
bensoke01,DET01,1985,30,72,1401,478,93,68,0.506297229,0.808510638,0,94,103,221,207
birdla01,BOS01,1985,28,80,3161,2295,531,248,0.521590909,0.881838074,0.427480916,457,164,678,208
birdsot01,NEW03,1985,29,56,1842,1155,232,117,0.511363636,0.621621622,0.19047619,259,60,88,145
blackro01,DAL01,1985,25,81,2834,1598,289,162,0.508130081,0.828087167,0.3,413,107,193,96
blackco01,SEA01,1985,21,60,551,202,26,44,0.367088608,0.509090909,0,55,42,54,55
bowiesa01,POR01,1985,23,76,2216,758,215,172,0.536804309,0.711111111,0,225,207,449,278
bradldu01,,1985,27,73,1232,358,173,84,0.474916388,0.683544304,0.3125,79,34,100,152
bratzmi01,GOL01,1985,29,56,746,287,122,54,0.424,0.841463415,0.230769231,82,11,47,76
breuera01,MIL01,1985,24,78,1083,413,40,63,0.511041009,0.700787402,0,127,92,164,179
brewero01,SAN01,1985,29,9,81,33,6,4,0.382352941,1,0,7,1,2,8
brewero01,NEW03,1985,29,11,245,114,11,5,0.583333333,0.888888889,0,18,8,10,15
brickfr01,SEA01,1985,25,78,1115,385,100,100,0.491803279,0.669291339,0,127,76,184,171
bridgju01,LOS01,1985,31,80,2042,1115,171,116,0.464646465,0.878640777,0.358974359,206,55,175,128
brownri01,ATL01,1985,26,69,814,195,25,51,0.40625,0.573529412,0,68,76,147,117
brownto01,IND01,1985,24,82,1586,544,159,116,0.460215054,0.678362573,0,171,146,142,212
bryanwa01,DAL01,1985,25,56,860,164,84,46,0.452702703,0.681818182,0,44,74,167,110
bucknqu01,BOS01,1985,30,75,858,180,148,67,0.383419689,0.64,0,50,26,61,142
burttst01,GOL01,1985,22,47,418,197,20,33,0.382978723,0.688311688,0,77,10,18,76
busedo01,"""",1985,34,65,939,218,203,45,0.403940887,0.766666667,0.356321839,30,21,40,75
cagemi01,LOS01,1985,23,75,1610,533,51,81,0.542713568,0.737226277,0,137,126,266,164
campbto01,DET01,1985,22,56,625,316,24,69,0.496183206,0.8,0,70,41,48,107
carliri01,BOS01,1985,25,38,179,67,25,19,0.388059701,0.882352941,0,17,8,13,21
carran01,ATL01,1985,23,62,1195,499,80,108,0.528,0.7890625,0.333333333,128,79,153,219
carrke01,POR01,1985,29,48,1120,498,56,100,0.523415978,0.719512195,0,164,90,233,141
carrml01,BOS01,1985,34,47,397,150,24,24,0.416107383,1,0.391304348,17,21,22,44
cartebu01,NEW02,1985,26,69,1279,548,167,109,0.449579832,0.813432836,0.255813953,134,36,59,151
carteho01,DAL01,1985,23,11,66,9,4,8,0.173913043,1,0,1,1,2,4
catchha01,LOS01,1985,33,70,1049,203,14,55,0.483221477,0.662921348,0,89,89,173,162
cavenro01,NEW02,1985,25,53,653,78,19,45,0.325581395,0.564102564,0,39,53,113,123
chambto01,SEA01,1985,25,81,2923,1739,209,260,0.483102919,0.831873905,0.272727273,571,164,415,312
cheekma01,PHI01,1985,28,78,2616,1025,497,155,0.569500675,0.879396985,0.230769231,199,54,163,184
clarkca01,BOS01,1985,24,62,562,169,48,42,0.421052632,0.773584906,0,53,29,40,66
collido02,,1985,26,11,91,32,7,8,0.352941176,0.888888889,0,9,10,9,5
coltest01,POR01,1985,22,78,1462,556,243,112,0.452830189,0.753846154,0.351351351,130,40,110,142
connele01,GOL01,1985,25,79,2258,640,369,138,0.450549451,0.75,0.2,192,87,159,136
cookda01,NEW03,1985,26,58,1063,473,160,75,0.46799117,0.87037037,0.086956522,54,21,71,96
cookje01,CLE01,1985,28,18,440,109,23,16,0.438095238,0.62962963,0,27,41,63,53
cookje01,SAN01,1985,28,54,848,214,39,32,0.528735632,0.810810811,0,37,81,129,150
coopejo01,SEA01,1985,27,3,45,17,2,0,0.466666667,0.5,0,6,3,6,7
coopemi01,LOS02,1985,28,82,2189,702,429,156,0.465430017,0.864661654,0.284552846,133,56,199,208
coopewa01,DEN01,1985,28,80,2031,969,86,149,0.471962617,0.685106383,0,235,229,402,304
corzida01,CHI01,1985,28,82,2062,701,140,124,0.485915493,0.745,0,200,130,292,189
crissch01,ATL01,1985,36,4,115,18,22,11,0.411764706,0.666666667,0,6,2,12,5
cummipa01,NEW02,1985,28,63,2069,997,109,166,0.514429109,0.779735683,0,227,139,379,247
cummite01,MIL01,1985,23,79,2722,1861,228,190,0.495430809,0.740820734,0,463,244,472,264
curetea01,DET01,1985,27,81,1642,496,83,114,0.48364486,0.569444444,0,144,169,250,216
dailequ01,CHI01,1985,24,79,2101,1262,191,154,0.472547255,0.816733068,0.233333333,251,57,151,192
dantlad01,UTA01,1985,29,55,1971,1462,186,171,0.531120332,0.803669725,0,545,148,175,133
davisbr01,DAL01,1985,29,82,2539,825,581,123,0.504885993,0.887640449,0.408695652,178,39,154,219
davisch02,,1985,26,4,28,7,1,2,0.2,0.75,0,4,2,2,3
davisch02,MIL01,1985,26,57,746,351,50,52,0.436416185,0.827586207,0.1,58,57,92,110
davisjo01,CLE01,1985,29,76,1920,941,426,152,0.426042984,0.85,0.260869565,300,35,84,136
daviswa03,PHO01,1985,30,23,570,345,98,50,0.449838188,0.876712329,0.3,73,6,29,42
dawkida01,NEW03,1985,28,39,972,527,45,93,0.566371681,0.711442786,0,201,55,126,171
dayeda01,,1985,24,80,1573,695,240,134,0.511904762,0.714859438,0.142857143,249,93,179,164
donalja01,LOS01,1985,27,82,2392,929,48,206,0.637023593,0.749174917,0,303,168,500,217
drewjo01,UTA01,1985,30,19,463,308,35,42,0.411538462,0.770491803,0,122,36,46,65
drewla01,,1985,26,72,2373,1075,484,179,0.500547645,0.793814433,0.25,194,39,125,147
drexlcl01,POR01,1985,22,80,2555,1377,441,223,0.493540052,0.758503401,0.216216216,294,217,259,265
dunlemi01,MIL01,1985,30,19,433,169,85,40,0.474074074,0.862068966,0.340425532,29,6,25,55
dunntr01,DEN01,1985,29,81,2290,434,153,65,0.488826816,0.724137931,0,116,169,216,213
durrade01,IND01,1985,24,59,756,300,80,77,0.416058394,0.705882353,0,102,49,75,106
eatonma01,UTA01,1985,28,82,2813,794,124,206,0.448736999,0.711610487,0,267,207,720,312
eavesje01,ATL01,1985,25,3,37,11,4,4,0.5,0.833333333,0,6,0,0,6
edelike01,IND01,1985,22,10,143,11,10,3,0.307692308,0.375,0,8,8,18,39
edwarfr01,LOS01,1985,25,16,198,91,38,17,0.545454545,0.791666667,0,24,3,11,10
edwarja01,PHO01,1985,29,70,1787,1044,153,162,0.501305483,0.745945946,0,370,95,292,237
ehlocr01,HOU01,1985,23,45,189,87,26,22,0.492753623,0.633333333,0,30,8,17,26
ellisda01,DAL01,1985,24,72,1314,667,56,58,0.454394693,0.740384615,0.385321101,104,100,138,131
englech01,NEW03,1985,25,7,76,19,0,1,0.4375,0.555555556,0,9,10,17,4
englech01,CHI01,1985,25,3,3,2,0,1,0.5,0,0,0,1,1,1
englech01,MIL01,1985,25,1,3,0,0,0,0,0,0,0,1,0,0
englial01,DEN01,1985,31,81,2924,2262,344,251,0.518211921,0.829004329,0.2,462,203,255,259
ervinju01,PHI01,1985,34,78,2535,1561,233,208,0.493527508,0.764705882,0.214285714,442,172,242,199
evansmi01,DEN01,1985,29,81,1437,816,231,130,0.488653555,0.86259542,0.363057325,131,26,93,174
fieldke01,MIL01,1985,22,51,535,195,38,32,0.439790576,0.75,0,36,41,43,84
flemive01,IND01,1985,22,80,2486,1126,247,197,0.469631236,0.766961652,0,339,148,175,232
floydsl01,GOL01,1985,24,82,2873,1598,406,251,0.444606414,0.809638554,0.293706294,415,62,140,226
fordph01,HOU01,1985,28,25,290,44,61,17,0.29787234,0.888888889,0,18,3,24,33
fostero01,PHO01,1985,24,79,1318,696,186,117,0.449685535,0.754545455,0.325396825,110,27,53,171
freewo01,CLE01,1985,31,71,2249,1597,320,139,0.458584337,0.749391727,0.367875648,411,61,150,163
garnebi02,IND01,1985,24,65,1123,418,67,92,0.480645161,0.689655172,0,174,98,188,196
gervige01,SAN01,1985,32,72,2091,1524,178,198,0.507614213,0.84375,0,384,79,155,208
gilmoar01,SAN01,1985,35,81,2756,1548,131,241,0.62295082,0.749226006,0,646,231,615,306
glennmi01,ATL01,1985,29,60,1126,518,122,55,0.587628866,0.815789474,0,76,20,61,74
gminsmi01,NEW03,1985,25,81,2418,1036,158,136,0.464547677,0.841463415,0,328,229,404,135
gordola01,LOS01,1985,22,63,682,259,88,69,0.383275261,0.755102041,0.222222222,49,26,35,61
grangst01,ATL01,1985,23,9,92,16,12,12,0.352941176,0.5,0,8,1,5,13
gravebu01,CLE01,1985,23,4,11,5,1,1,0.333333333,0.2,0,5,0,2,4
grayst01,IND01,1985,21,52,391,102,15,51,0.380434783,0.680851064,0,47,29,94,82
greenri01,UTA01,1985,30,77,2431,1000,597,177,0.477443609,0.868913858,0.3,267,37,152,131
greensi02,CHI01,1985,24,48,740,295,29,68,0.432,0.806122449,0,98,72,174,102
greenda01,CHI01,1985,27,61,1523,371,78,63,0.457831325,0.712765957,0,94,108,280,190
greveke01,MIL01,1985,31,78,1182,476,94,55,0.448113208,0.822429907,0.242424242,107,27,76,85
griffda01,UTA01,1985,26,78,2776,1764,243,247,0.456999372,0.724832215,0.357976654,298,124,220,178
grunfer01,NEW02,1985,29,69,1061,455,105,40,0.489583333,0.740384615,0.25,104,41,110,129
hansebo01,UTA01,1985,24,54,646,261,75,49,0.488888889,0.555555556,0.142857143,72,20,50,88
hanzlbi01,DEN01,1985,27,80,1673,621,210,115,0.421455939,0.756302521,0.066666667,238,88,119,291
harpede01,DAL01,1985,23,82,2218,790,360,123,0.519747235,0.720779221,0.344262295,154,47,152,194
hastisc01,ATL01,1985,24,64,825,241,46,50,0.473404255,0.777777778,0,81,59,100,135
hayesst01,PHI01,1985,29,11,101,22,1,2,0.555555556,0.5,0,4,11,23,19
hendege01,SEA01,1985,29,79,2648,1062,559,231,0.479236813,0.780392157,0.236842105,255,71,119,196
higgiro01,CHI01,1985,25,68,942,308,73,49,0.440740741,0.666666667,0.27027027,90,55,92,91
hinsoro01,CLE01,1985,23,76,2344,1201,68,171,0.502702703,0.720744681,0,376,186,410,311
hodgecr01,MIL01,1985,24,82,2496,871,349,135,0.490437158,0.815384615,0.348148148,130,74,112,262
hollili01,HOU01,1985,31,80,1950,609,417,170,0.461111111,0.794117647,0.230769231,136,33,140,187
holtomi01,PHO01,1985,23,74,1761,624,198,123,0.446180556,0.813559322,0.311111111,118,30,102,141
hubbaph01,CLE01,1985,28,76,2249,1201,114,178,0.50486618,0.751012146,0,494,214,265,258
humphja01,PHO01,1985,22,80,2062,703,350,167,0.445686901,0.829411765,0.2,170,32,132,209
hustoge01,CLE01,1985,27,8,93,26,23,8,0.48,0.666666667,0,3,0,1,8
iavarma01,PHI01,1985,28,12,156,30,6,16,0.387096774,1,0,6,11,18,24
iavarma01,SAN01,1985,28,57,1178,381,113,103,0.464396285,0.663934426,0,122,84,191,193
isselda01,DEN01,1985,36,77,1684,984,137,93,0.458912769,0.805642633,0.142857143,319,80,251,171
jacksra01,IND01,1985,22,1,12,2,4,1,0.333333333,0,0,0,1,0,1
johnscl01,PHI01,1985,28,58,875,270,33,43,0.49787234,0.734693878,0,49,92,129,112
johnsde01,BOS01,1985,30,80,2976,1254,543,212,0.462476548,0.852941176,0.269230769,306,91,226,224
johnsed02,ATL01,1985,29,73,2367,1193,566,244,0.478858351,0.798192771,0.305555556,332,38,154,184
johnsed03,,1985,25,82,3029,1876,273,225,0.491373802,0.871313673,0.240740741,373,151,256,237
johnsfr01,,1985,26,46,925,428,143,59,0.488826816,0.75,0.352941176,96,23,40,72
johnsge02,NEW03,1985,36,65,800,107,22,39,0.53164557,0.814814815,1,27,74,111,151
johnsge03,PHI01,1985,28,55,756,264,38,49,0.406844106,0.875,0.1,56,48,116,99
johnsma02,LOS02,1985,25,77,2781,1406,968,305,0.560622914,0.842672414,0.189189189,464,90,386,155
johnsma01,LOS01,1985,28,72,2448,1181,248,176,0.451553931,0.730769231,0.230769231,260,188,240,193
johnsmi01,GOL01,1985,32,66,1565,875,149,142,0.425770308,0.82278481,0.233333333,316,149,247,221
johnsst03,CHI01,1985,27,74,1659,743,64,151,0.544573643,0.718253968,0,252,146,291,265
johnsvi01,DET01,1985,28,82,2093,1051,325,135,0.454352442,0.769230769,0.185185185,247,134,118,205
jonesbo01,PHI01,1985,33,80,1633,600,155,118,0.537662338,0.861111111,0,216,105,192,183
jonesca01,CHI01,1985,34,42,885,142,34,40,0.460869565,0.765957447,0,47,49,162,125
jonesch02,PHO01,1985,23,78,1565,654,128,143,0.519823789,0.647686833,0,281,139,255,149
jonesch01,CHI01,1985,27,3,29,8,1,4,0.5,0.666666667,0,6,2,4,6
jonesch01,,1985,27,28,638,166,25,21,0.528455285,0.692307692,0,52,69,109,101
jonesea01,LOS02,1985,24,2,7,0,0,1,0,0,0,0,0,0,0
jonesed01,SAN01,1985,28,18,322,129,18,28,0.483516484,0.803921569,0,51,16,46,52
jonesed01,CLE01,1985,28,26,447,213,11,33,0.467391304,0.683333333,0,60,34,75,71
jonesma01,DET01,1985,31,47,418,129,15,35,0.551724138,0.647058824,0,51,48,80,58
jonesoz01,SAN01,1985,24,67,888,245,56,61,0.588888889,0.397590361,0,83,65,173,139
jordami01,CHI01,1985,21,82,3144,2313,481,291,0.515076923,0.844504021,0.173076923,746,167,367,285
kelleri01,UTA01,1985,31,77,1276,290,120,124,0.476851852,0.75,0,112,118,232,227
kellocl01,IND01,1985,23,77,2449,1432,244,231,0.505395683,0.76010101,0.5,396,224,500,247
kelsegr01,IND01,1985,27,10,114,62,13,12,0.396226415,0.714285714,0,28,6,13,16
kerseje01,POR01,1985,22,77,958,473,63,66,0.478494624,0.64640884,0,181,95,111,147
kingal01,NEW03,1985,25,42,860,537,58,65,0.491304348,0.817307692,0,104,70,89,110
kingbe01,NEW02,1985,28,55,2063,1809,204,204,0.530314658,0.77173913,0.1,552,114,203,191
kingre01,SEA01,1985,27,60,860,167,53,42,0.422818792,0.694915254,0,59,44,78,74
kitegr01,BOS01,1985,23,55,424,88,17,29,0.375,0.6875,0,32,38,51,84
knighbi01,,1985,32,16,189,76,21,13,0.449275362,0.8125,1,16,10,12,14
knighbi01,SAN01,1985,32,52,611,311,59,57,0.438596491,0.894736842,0.416666667,57,40,56,48
kopicjo01,DEN01,1985,24,42,308,145,29,28,0.526315789,0.796296296,0.666666667,54,29,57,58
kupchmi01,LOS02,1985,30,58,716,306,21,48,0.504098361,0.659340659,0,91,68,116,104
lagarto01,NEW03,1985,29,1,8,1,0,1,0,0.5,0,2,1,1,2
laimbbi01,DET01,1985,27,82,2892,1438,154,129,0.505522515,0.797385621,0.222222222,306,295,718,308
leaveal01,HOU01,1985,27,42,536,228,102,51,0.421052632,0.771929825,0.216216216,57,8,29,61
lestero01,LOS02,1985,26,32,278,89,80,32,0.414634146,0.677419355,0,31,4,22,25
leverfa01,DEN01,1985,24,82,2559,1051,613,203,0.430456853,0.76953125,0.25,256,147,264,226
levincl01,ATL01,1985,24,74,2017,727,104,133,0.527173913,0.653153153,0,222,230,336,231
listeal01,MIL01,1985,26,81,2091,798,127,183,0.538461538,0.58778626,0,262,219,428,287
lloydle01,HOU01,1985,25,82,2128,1077,280,177,0.52589183,0.731818182,0.25,220,98,133,196
longjo01,DET01,1985,28,66,1820,973,130,98,0.48700565,0.861788618,0.333333333,123,81,109,139
lowesi01,DET01,1985,25,6,31,4,8,2,0.285714286,0,0,0,0,1,5
lowesi01,ATL01,1985,25,15,159,24,42,11,0.4,1,0,8,4,11,23
lucasjo01,HOU01,1985,31,47,1158,536,318,102,0.461883408,0.798449612,0.318181818,129,21,64,78
lucasma01,PHO01,1985,32,63,1670,842,145,151,0.475928473,0.75,0,200,138,419,183
macyky01,PHO01,1985,27,65,2018,714,380,111,0.484536082,0.907142857,0.270588235,140,33,146,128
mahorri01,,1985,26,77,2072,483,121,133,0.498789346,0.682692308,0,104,150,458,308
malonje01,,1985,23,76,2613,1436,184,107,0.498763397,0.844,0.208333333,250,60,146,176
malonmo01,PHI01,1985,29,79,2957,1941,130,286,0.468847352,0.815265487,0,904,385,646,216
mannipa01,UTA01,1985,24,34,190,70,27,18,0.428571429,0.695652174,0,23,12,11,17
matthwe01,CHI01,1985,25,78,1523,443,354,124,0.494818653,0.694117647,0.125,85,16,51,133
maxwece01,BOS01,1985,29,57,1495,633,102,98,0.533156499,0.830935252,0,278,98,144,140
mcadobo01,LOS02,1985,33,66,1254,690,67,95,0.52014652,0.75308642,0,162,79,216,170
mccorti01,SEA01,1985,22,78,1584,726,78,114,0.556935818,0.714828897,0,263,146,252,207
mccraro01,HOU01,1985,23,82,3001,1183,355,178,0.534831461,0.738019169,0,313,201,338,215
mccrasc01,SEA01,1985,24,6,93,15,7,10,0.6,0.75,0,4,6,11,13
mcdowha01,HOU01,1985,25,34,132,47,9,8,0.476190476,0.7,0,10,7,15,22
mcgeemi01,LOS02,1985,25,76,1170,774,71,81,0.537581699,0.5875,0.360655738,160,97,68,147
mchalke01,BOS01,1985,27,79,2653,1565,141,157,0.569679849,0.760171306,0,467,229,483,234
mckenke01,NEW03,1985,26,29,535,165,58,32,0.455223881,0.88372093,0.384615385,43,20,29,63
mcmilto01,,1985,32,69,1547,616,52,44,0.471910112,0.82962963,0,135,64,146,163
mcnamma01,SAN01,1985,25,12,63,33,0,6,0.666666667,0.5,0,18,7,10,5
mcnamma01,,1985,25,33,210,79,6,13,0.482758621,0.522727273,0,44,24,33,22
meriwjo01,"""",1985,31,76,1061,339,27,50,0.497942387,0.774193548,0.5,124,94,169,181
michela01,MIL01,1985,24,18,171,46,13,8,0.485714286,0.705882353,0,17,18,26,26
michela01,HOU01,1985,24,39,394,165,17,28,0.606557377,0.653846154,0,26,44,55,49
mitchmi01,SAN01,1985,29,82,2853,1824,151,144,0.497432606,0.777456647,0.217391304,346,145,272,219
mokespa01,MIL01,1985,28,79,1586,491,99,85,0.477855478,0.698275862,0,116,107,303,266
moncrsi01,MIL01,1985,27,73,2734,1585,382,184,0.482788296,0.828467153,0.272727273,548,149,242,197
moorejo01,SAN01,1985,26,82,2689,1046,816,236,0.457142857,0.762096774,0.280898876,248,94,284,247
murphja01,LOS01,1985,22,23,149,28,4,8,0.16,0.571428571,0,21,6,35,21
nancela01,PHO01,1985,25,61,2202,1211,159,136,0.58722919,0.708661417,0.5,254,195,341,185
nattca01,DEN01,1985,28,78,2657,1817,238,190,0.545816733,0.792553191,0,564,209,401,182
nattke01,UTA01,1985,26,4,13,6,0,3,0.4,0.5,0,4,1,1,2
nattke01,,1985,26,4,16,0,3,0,0,0,0,0,1,0,1
nealyed01,,1985,24,22,225,62,18,12,0.590909091,0.526315789,0,19,15,29,26
nevitch01,LOS02,1985,25,11,59,12,3,10,0.294117647,0.25,0,8,5,15,20
nimphku01,DAL01,1985,26,82,2010,500,183,95,0.451612903,0.771428571,0,140,136,272,262
nixonno01,LOS01,1985,29,81,2894,1395,711,273,0.465261514,0.779816514,0.333333333,218,55,163,175
norriau01,POR01,1985,24,78,1117,401,47,100,0.542857143,0.665024631,0,203,90,160,221
okoremi01,NEW03,1985,26,43,1119,438,102,51,0.493638677,0.626865672,0.380952381,67,46,120,115
olajuha01,HOU01,1985,22,82,2914,1692,111,234,0.538155803,0.613430127,0,551,440,534,344
olberma01,"""",1985,28,81,2277,823,243,185,0.501893939,0.832386364,0,352,139,374,298
oldhaja01,CHI01,1985,27,63,993,212,31,58,0.463541667,0.68,0,50,79,157,166
orrlo01,NEW02,1985,26,79,2452,1007,134,138,0.485639687,0.784431138,0.1,334,171,220,195
parisro01,BOS01,1985,31,79,2850,1394,125,186,0.542322835,0.743002545,0,393,263,577,223
paultbi01,UTA01,1985,36,62,370,82,16,30,0.367816092,0.642857143,0,28,24,72,51
paxsoji02,POR01,1985,27,68,2253,1218,264,108,0.51417004,0.790322581,0.153846154,248,69,153,115
paxsojo01,SAN01,1985,24,78,1259,486,215,81,0.509090909,0.84,0.294117647,100,19,49,117
perkisa01,DAL01,1985,23,82,2317,903,135,102,0.471467391,0.819672131,0.25,244,189,416,236
peterji01,HOU01,1985,22,60,714,190,29,71,0.486111111,0.757575758,0,66,44,103,125
piercri01,MIL01,1985,25,44,882,433,94,63,0.537459283,0.822580645,0.25,124,49,68,117
pittmch01,PHO01,1985,26,68,1001,323,69,100,0.471365639,0.746575342,0,146,90,137,144
plummga01,GOL01,1985,22,66,702,250,26,50,0.396551724,0.706521739,0.25,92,54,80,127
popeda01,,1985,22,22,129,41,5,7,0.320754717,0.538461538,0,13,9,9,30
poquebe01,CLE01,1985,29,79,1656,532,79,70,0.4595186,0.795620438,0.176470588,137,148,325,220
presspa01,MIL01,1985,26,80,2876,1284,543,247,0.517241379,0.758373206,0.35,418,149,280,258
rambiku01,LOS02,1985,26,82,1617,430,69,97,0.55351682,0.660194175,0,103,164,364,211
ranseke01,NEW03,1985,26,81,1689,724,355,113,0.458715596,0.85915493,0.181818182,142,40,90,134
rautile01,ATL01,1985,24,4,12,0,3,1,0,0,0,0,1,1,3
reidro01,HOU01,1985,29,82,1763,713,171,101,0.481481481,0.698412698,0.0625,126,81,192,196
richacl01,PHI01,1985,28,74,1531,443,157,78,0.452970297,0.853932584,0.333333333,89,60,95,143
richami01,NEW03,1985,29,82,3127,1649,669,249,0.469387755,0.766773163,0.252173913,313,156,301,277
riverdo01,ATL01,1985,23,69,2126,974,410,176,0.476462197,0.76984127,0.416666667,378,66,148,250
roberfr01,SAN01,1985,24,22,305,117,22,21,0.448979592,0.763157895,0,38,10,25,45
roberfr01,UTA01,1985,24,52,873,450,65,68,0.5125,0.840277778,1,144,68,83,96
roberal01,SAN01,1985,22,79,1685,726,275,167,0.498333333,0.733727811,0.363636364,169,116,149,217
robeyri01,PHO01,1985,29,4,48,5,5,8,0.222222222,0.5,0,2,3,5,7
robincl01,,1985,24,60,1870,1003,149,161,0.470982143,0.741784038,0.333333333,213,141,405,187
robintr01,NEW02,1985,33,2,35,4,3,5,0.4,0,0,2,6,3,3
rollitr01,ATL01,1985,29,70,1750,439,52,80,0.548672566,0.720430108,0,93,113,329,213
romarlo01,MIL01,1985,26,4,16,2,2,0,0.125,0,0,0,0,0,2
romarlo01,DET01,1985,26,5,35,9,10,5,0.25,1,0,5,0,0,5
roundda01,DET01,1985,31,56,1492,611,102,123,0.467326733,0.780898876,0,178,175,278,147
rulanje01,,1985,26,37,1436,700,162,179,0.569476082,0.684931507,0,292,127,283,128
russeca02,CLE01,1985,33,3,24,6,3,5,0.285714286,0.666666667,0,3,0,5,3
russewa01,ATL01,1985,24,21,377,83,66,40,0.53968254,0.823529412,1,17,8,32,37
sampsra01,HOU01,1985,24,82,3086,1809,224,326,0.50233489,0.676339286,0,448,227,626,306
sandemi01,PHO01,1985,24,21,418,215,29,34,0.485714286,0.762711864,0,59,38,51,59
sapplwa01,NEW03,1985,24,33,298,96,7,21,0.471264368,0.411764706,0,34,28,47,50
schayda01,DEN01,1985,25,56,542,199,38,44,0.465116279,0.81443299,0,97,48,96,98
schefto01,POR01,1985,30,39,268,52,11,15,0.411764706,0.5,0,20,18,58,48
schwejo01,SEA01,1985,24,19,110,57,18,14,0.337837838,0.7,0,10,6,15,12
scottal01,PHO01,1985,29,77,1238,276,127,60,0.428571429,0.716216216,0.2,74,46,115,125
scottby01,LOS02,1985,23,81,2305,1295,244,138,0.539381854,0.820175439,0.433333333,228,57,153,197
sewelto01,,1985,22,21,87,20,6,7,0.25,0.5,0,4,2,2,13
sheltlo01,CLE01,1985,29,57,1244,367,96,74,0.435261708,0.662337662,0,77,82,185,187
shortpu01,GOL01,1985,27,78,3081,2186,234,241,0.46011236,0.817292007,0.313333333,613,157,241,255
sichtje01,IND01,1985,28,70,1808,771,264,102,0.520833333,0.875,0.243243243,128,24,90,116
sikmaja01,SEA01,1985,29,68,2402,1259,285,160,0.488865323,0.852417303,0.2,393,164,559,239
sittoch01,DAL01,1985,22,43,304,91,26,19,0.414893617,0.52,0,25,24,36,50
slubyto01,DAL01,1985,22,31,151,73,16,11,0.517241379,0.619047619,0,21,5,7,18
smithde02,LOS01,1985,23,80,2762,1767,216,230,0.536585366,0.793650794,0.157894737,504,174,253,317
smithla01,GOL01,1985,27,80,2497,887,96,160,0.530434783,0.60546875,0,256,405,464,285
smithro01,CLE01,1985,29,7,48,16,7,3,0.235294118,0.8,0,10,0,4,6
soberri01,SEA01,1985,32,71,1490,700,252,158,0.445859873,0.814814815,0.285714286,162,27,76,156
sparrro01,NEW02,1985,26,79,2292,781,557,150,0.49244713,0.865248227,0.225806452,141,38,131,200
sprigla01,LOS02,1985,25,75,1292,500,132,115,0.548022599,0.767123288,0,146,77,150,195
stanste01,IND01,1985,23,74,1278,526,127,80,0.458515284,0.80952381,0.16,126,39,75,205
